year,area_of_residence,STATISTIC,value
2022,Clare,VSA94C06,0.8
2016,Midland,VSA94C06,0.8
2011,North Tipperary,VSA94C06,0.8
2021,South Dublin,VSA94C06,0.8
2016,Westmeath,VSA94C06,0.8
2014,Kilkenny,VSA94C06,0.8
2020,Meath,VSA94C06,0.8
2015,Laois,VSA94C06,0.8
2015,Fingal,VSA94C06,0.8
2011,Dun Laoghaire-Rathdown,VSA94C06,0.7
2020,Mayo,VSA94C02,0.7
2020,Mayo,VSA94C04,0.7
2021,Fingal,VSA94C04,0.7
2017,Mayo,VSA94C02,0.7
2014,Dun Laoghaire-Rathdown,VSA94C04,0.7
2020,Mayo,VSA94C06,0.7
2014,Westmeath,VSA94C02,0.7
2012,Dun Laoghaire-Rathdown,VSA94C04,0.7
2012,Dun Laoghaire-Rathdown,VSA94C02,0.7
2022,Kerry,VSA94C06,0.7
2021,Cork County,VSA94C06,0.7
2021,Clare,VSA94C06,0.7
2023,Louth,VSA94C04,0.6
2023,Louth,VSA94C02,0.6
2020,South Dublin,VSA94C06,0.6
2023,Louth,VSA94C06,0.6
2018,Louth,VSA94C06,0.6
2018,Donegal,VSA94C04,0.5
2021,Wicklow,VSA94C06,0.5
2012,Louth,VSA94C04,0.5
2023,Fingal,VSA94C06,0.3
2017,Galway City,VSA94C05,0.0
2017,Galway City,VSA94C06,0.0
2018,Cork City,VSA94C03,0.0
2018,Galway City,VSA94C03,0.0
2017,Kerry,VSA94C06,0.0
2011,Cork City,VSA94C07,0.0
2012,Carlow,VSA94C06,0.0
2017,Kerry,VSA94C05,0.0
2012,South Tipperary,VSA94C02,0.0
2011,Cork City,VSA94C08,0.0
2015,Cork City,VSA94C06,0.0
2012,South Tipperary,VSA94C04,0.0
2017,Mayo,VSA94C03,0.0
2017,Mayo,VSA94C04,0.0
1995,Leitrim,VSA94C01,0.0
2015,Cork City,VSA94C05,0.0
2005,Waterford City,VSA94C01,0.0
1994,Sligo,VSA94C01,0.0
2018,Cork City,VSA94C04,0.0
2005,Roscommon,VSA94C01,0.0
2012,Waterford City,VSA94C06,0.0
2015,Limerick City,VSA94C06,0.0
2019,Galway City,VSA94C02,0.0
2015,Limerick City,VSA94C05,0.0
2017,Leitrim,VSA94C01,0.0
2018,Waterford County,VSA94C04,0.0
2017,Leitrim,VSA94C02,0.0
2006,Leitrim,VSA94C01,0.0
2017,Leitrim,VSA94C03,0.0
2017,Leitrim,VSA94C04,0.0
2018,Waterford County,VSA94C03,0.0
2018,Waterford County,VSA94C02,0.0
2018,Waterford County,VSA94C01,0.0
2014,Galway City,VSA94C06,0.0
2019,Galway City,VSA94C04,0.0
1994,Laois,VSA94C01,0.0
2018,Galway City,VSA94C01,0.0
2014,Galway City,VSA94C05,0.0
2012,Longford,VSA94C04,0.0
2017,Longford,VSA94C03,0.0
2017,Longford,VSA94C04,0.0
2018,Galway City,VSA94C02,0.0
2011,Cork City,VSA94C06,0.0
2012,Laois,VSA94C06,0.0
2013,Leitrim,VSA94C01,0.0
2018,Longford,VSA94C06,0.0
2001,Leitrim,VSA94C01,0.0
2018,Longford,VSA94C03,0.0
2018,Laois,VSA94C05,0.0
2009,Leitrim,VSA94C01,0.0
2018,Longford,VSA94C04,0.0
2018,Longford,VSA94C05,0.0
2018,Longford,VSA94C07,0.0
2018,Galway City,VSA94C04,0.0
2018,Longford,VSA94C08,0.0
2017,Waterford City,VSA94C06,0.0
2017,Waterford City,VSA94C05,0.0
2012,Cavan,VSA94C06,0.0
2014,South Tipperary,VSA94C05,0.0
2019,Monaghan,VSA94C04,0.0
2018,Longford,VSA94C02,0.0
2018,Longford,VSA94C01,0.0
2007,Monaghan,VSA94C01,0.0
2018,Laois,VSA94C06,0.0
2014,Carlow,VSA94C05,0.0
2018,Limerick City,VSA94C06,0.0
2018,Limerick City,VSA94C05,0.0
2008,Leitrim,VSA94C01,0.0
2016,Longford,VSA94C06,0.0
2016,Longford,VSA94C05,0.0
2014,Carlow,VSA94C06,0.0
2019,Roscommon,VSA94C04,0.0
2016,Leitrim,VSA94C05,0.0
2016,Leitrim,VSA94C06,0.0
2019,Sligo,VSA94C02,0.0
2019,Sligo,VSA94C04,0.0
2019,Sligo,VSA94C06,0.0
2019,Monaghan,VSA94C02,0.0
2014,South Tipperary,VSA94C06,0.0
2007,Galway City,VSA94C01,0.0
2015,South Tipperary,VSA94C06,0.0
2019,Laois,VSA94C04,0.0
2011,Cork City,VSA94C05,0.0
2011,Cork City,VSA94C04,0.0
2011,Cork City,VSA94C03,0.0
2017,North Tipperary,VSA94C03,0.0
2017,North Tipperary,VSA94C04,0.0
2019,Limerick City,VSA94C02,0.0
1997,Leitrim,VSA94C01,0.0
2019,Limerick City,VSA94C04,0.0
2019,Sligo,VSA94C08,0.0
2015,South Tipperary,VSA94C05,0.0
2017,Roscommon,VSA94C01,0.0
2017,Roscommon,VSA94C02,0.0
2017,Roscommon,VSA94C03,0.0
2017,Roscommon,VSA94C04,0.0
2015,Waterford County,VSA94C04,0.0
2014,Westmeath,VSA94C04,0.0
2014,Westmeath,VSA94C03,0.0
1998,Monaghan,VSA94C01,0.0
2015,Waterford City,VSA94C03,0.0
2015,Waterford City,VSA94C04,0.0
2016,Sligo,VSA94C04,0.0
2016,Sligo,VSA94C03,0.0
2015,Waterford City,VSA94C05,0.0
2015,Waterford City,VSA94C06,0.0
2015,Waterford City,VSA94C07,0.0
2015,Waterford City,VSA94C08,0.0
1999,Leitrim,VSA94C01,0.0
2015,Waterford County,VSA94C02,0.0
2015,Waterford County,VSA94C03,0.0
2015,Waterford County,VSA94C01,0.0
